"","whole_id","gameId","playId","nflId","tackle","assist","forcedFumble","pff_missedTackle","ballCarrierId"
"1251","20220911082473",2022091108,2473,52663,1,0,0,0,43334
"1252","20220911082527",2022091108,2527,45352,0,1,0,0,43334
"1253","20220911082527",2022091108,2527,47891,0,1,0,0,43334
"1254","20220911082615",2022091108,2615,48462,0,1,0,0,46071
"1255","20220911082615",2022091108,2615,44869,1,0,0,0,46071
"1256","20220911082636",2022091108,2636,47802,1,0,0,0,46071
"1257","20220911082724",2022091108,2724,54612,1,0,0,0,43334
"1258","20220911082770",2022091108,2770,52518,1,0,0,0,54628
"1259","20220911082846",2022091108,2846,42031,0,0,0,1,53449
"1260","20220911082846",2022091108,2846,43353,1,0,0,0,53449
"1261","20220911082867",2022091108,2867,47899,1,0,0,0,46071
"1262","20220911082914",2022091108,2914,47915,1,0,0,0,46071
"1263","20220911082938",2022091108,2938,52469,1,0,0,0,46309
"1264","20220911082962",2022091108,2962,47802,1,0,0,0,46071
"1265","20220911082983",2022091108,2983,53451,1,0,0,0,43329
"1266","20220911083063",2022091108,3063,47915,1,0,0,0,47789
"1267","20220911083084",2022091108,3084,47915,1,0,0,0,46071
"1268","20220911083132",2022091108,3132,47878,1,0,0,0,43334
"1269","20220911083153",2022091108,3153,47891,1,0,0,0,54608
"1270","20220911083177",2022091108,3177,52663,0,0,0,1,43334
"1271","20220911083177",2022091108,3177,52518,0,1,0,0,43334
"1272","20220911083177",2022091108,3177,47891,0,1,0,0,43334
"1273","2022091108318",2022091108,318,52469,1,0,0,0,46071
"1274","20220911083227",2022091108,3227,45352,0,1,0,0,42589
"1275","20220911083227",2022091108,3227,42349,1,0,0,0,42589
"1276","20220911083251",2022091108,3251,40171,0,0,0,1,54608
"1277","20220911083251",2022091108,3251,45352,1,0,0,0,54608
"1278","20220911083251",2022091108,3251,44830,0,0,0,1,54608
"1279","20220911083251",2022091108,3251,52663,0,1,0,0,54608
"1280","20220911083297",2022091108,3297,47802,0,1,0,0,46071
"1281","20220911083297",2022091108,3297,53073,0,1,0,0,46071
"1282","20220911083318",2022091108,3318,43353,1,0,0,0,46309
"1283","20220911083342",2022091108,3342,44869,1,0,0,0,46071
"1284","20220911083366",2022091108,3366,52469,1,0,1,0,46071
"1285","20220911083396",2022091108,3396,47971,0,0,0,1,53449
"1286","20220911083396",2022091108,3396,52469,1,0,0,0,53449
"1287","20220911083396",2022091108,3396,42031,0,0,0,1,53449
"1288","20220911083417",2022091108,3417,48462,1,0,0,0,45186
"1289","20220911083438",2022091108,3438,52469,1,0,0,0,47789
"1290","2022091108347",2022091108,347,47899,1,0,0,0,54508
"1291","20220911083476",2022091108,3476,42031,1,0,0,0,47789
"1292","20220911083502",2022091108,3502,47899,0,1,0,0,46071
"1293","20220911083502",2022091108,3502,53564,1,0,0,0,46071
"1294","20220911083523",2022091108,3523,43353,0,1,0,0,46071
"1295","20220911083523",2022091108,3523,44869,1,0,0,0,46071
"1296","20220911083561",2022091108,3561,47971,0,1,0,0,46071
"1297","20220911083561",2022091108,3561,53073,1,0,0,0,46071
"1298","20220911083688",2022091108,3688,53500,1,0,0,0,54628
"1299","2022091108371",2022091108,371,48462,1,0,0,0,46309
"1300","20220911083712",2022091108,3712,52518,1,0,0,0,54628
"1301","20220911083774",2022091108,3774,47878,1,0,0,0,43370
"1302","20220911083875",2022091108,3875,52518,1,0,0,0,54628
"1303","20220911083926",2022091108,3926,41336,1,0,0,0,38538
"1304","2022091108445",2022091108,445,54500,0,1,0,0,46309
"1305","2022091108445",2022091108,445,43353,1,0,0,0,46309
"1306","2022091108494",2022091108,494,42349,1,0,0,0,43334
"1307","2022091108515",2022091108,515,43333,1,0,0,0,43334
"1308","202209110862",2022091108,62,44863,1,0,0,0,46071
"1309","2022091108633",2022091108,633,43353,1,0,0,0,46309
"1310","2022091108676",2022091108,676,43333,0,1,0,0,43334
"1311","2022091108676",2022091108,676,42349,1,0,0,0,43334
"1312","2022091108705",2022091108,705,44830,0,1,0,0,42589
"1313","2022091108705",2022091108,705,52663,1,0,0,0,42589
"1314","2022091108751",2022091108,751,52663,0,1,0,0,43334
"1315","2022091108751",2022091108,751,52444,0,1,0,0,43334
"1316","2022091108791",2022091108,791,52663,1,0,0,0,46506
"1317","2022091108815",2022091108,815,52444,1,0,0,0,53074
"1318","202209110883",2022091108,83,47899,1,0,0,0,47789
"1319","2022091108839",2022091108,839,42349,1,0,0,0,43334
"1320","2022091108947",2022091108,947,42031,1,0,0,0,46071
"1321","2022091108968",2022091108,968,43353,1,0,0,0,46071
"1322","2022091108994",2022091108,994,47971,1,0,0,0,45186
"1323","20220911091096",2022091109,1096,46269,1,0,0,0,41349
"1324","20220911091198",2022091109,1198,53448,1,0,0,0,53454
"1325","20220911091198",2022091109,1198,43373,0,1,0,0,53454
"1326","20220911091266",2022091109,1266,52481,1,0,0,0,52474
"1327","2022091109128",2022091109,128,53592,1,0,0,0,46116
"1328","20220911091309",2022091109,1309,44902,1,0,0,0,43722
"1329","20220911091358",2022091109,1358,53448,1,0,0,0,53454
"1330","20220911091358",2022091109,1358,53503,0,0,0,1,53454
"1331","20220911091358",2022091109,1358,43313,0,1,0,0,53454
"1332","20220911091475",2022091109,1475,47809,1,0,0,0,44978
"1333","20220911091499",2022091109,1499,53592,1,0,0,0,53454
"1334","20220911091499",2022091109,1499,52641,0,0,0,1,53454
"1335","20220911091520",2022091109,1520,42488,1,0,0,0,53454
"1336","20220911091544",2022091109,1544,47956,1,0,0,0,53430
"1337","2022091109163",2022091109,163,43373,1,0,0,0,44849
"1338","20220911091636",2022091109,1636,44926,1,0,0,0,52474
"1339","20220911091636",2022091109,1636,46249,0,0,0,1,52474
"1340","20220911091657",2022091109,1657,54466,1,0,0,0,44852
"1341","20220911091681",2022091109,1681,46456,1,0,0,0,43722
"1342","20220911091705",2022091109,1705,54492,0,1,0,0,52474
"1343","20220911091705",2022091109,1705,53462,0,1,0,0,52474
"1344","20220911091729",2022091109,1729,43352,1,0,0,0,52474
"1345","20220911091729",2022091109,1729,44926,0,0,0,1,52474
"1346","20220911091729",2022091109,1729,46269,0,0,0,1,52474
"1347","20220911091772",2022091109,1772,46269,1,0,0,0,52474
"1348","20220911091827",2022091109,1827,47790,1,0,1,0,44852
"1349","2022091109187",2022091109,187,42488,0,0,0,1,52733
"1350","2022091109187",2022091109,187,43313,1,0,0,0,52733
"1351","20220911091886",2022091109,1886,53448,1,0,0,0,46116
"1352","20220911091915",2022091109,1915,53503,1,0,0,0,44849
"1353","20220911091944",2022091109,1944,47956,1,0,0,0,44835
"1354","20220911091968",2022091109,1968,43313,1,0,0,0,38696
"1355","20220911091997",2022091109,1997,43313,1,0,0,0,44849
"1356","2022091109208",2022091109,208,42331,0,1,0,0,53430
"1357","2022091109208",2022091109,208,44829,1,0,0,0,53430
"1358","20220911092083",2022091109,2083,53592,1,0,1,0,53454
"1359","20220911092267",2022091109,2267,46269,1,0,0,0,52474
"1360","20220911092383",2022091109,2383,47956,0,1,0,0,52733
"1361","20220911092383",2022091109,2383,42488,1,0,0,0,52733
"1362","20220911092404",2022091109,2404,43313,1,0,0,0,52733
"1363","20220911092425",2022091109,2425,43373,1,0,0,0,46116
"1364","20220911092452",2022091109,2452,53448,1,0,0,0,46116
"1365","20220911092558",2022091109,2558,43787,1,0,0,0,52474
"1366","20220911092579",2022091109,2579,44902,1,0,0,0,44852
"1367","20220911092614",2022091109,2614,43787,0,1,0,0,52474
"1368","20220911092614",2022091109,2614,53462,1,0,0,0,52474
"1369","20220911092635",2022091109,2635,44880,1,0,0,0,43291
"1370","20220911092726",2022091109,2726,47809,1,0,0,0,52733
"1371","20220911092747",2022091109,2747,53592,1,0,0,0,44835
"1372","20220911092803",2022091109,2803,52637,1,0,0,0,52733
"1373","20220911092824",2022091109,2824,43373,1,0,0,0,38696
"1374","20220911092848",2022091109,2848,43313,1,0,0,0,44849
"1375","20220911092872",2022091109,2872,52641,0,1,0,0,44978
"1376","20220911092872",2022091109,2872,53592,0,1,0,0,44978
"1377","20220911092909",2022091109,2909,53448,0,1,0,0,53454
"1378","20220911092909",2022091109,2909,48566,0,1,0,0,53454
"1379","20220911092941",2022091109,2941,46649,0,1,0,0,52733
"1380","20220911092941",2022091109,2941,47956,0,1,0,0,52733
"1381","20220911092962",2022091109,2962,46649,1,0,0,0,44835
"1382","20220911093087",2022091109,3087,46249,0,0,0,1,52474
"1383","20220911093087",2022091109,3087,44926,0,0,0,1,52474
"1384","20220911093087",2022091109,3087,54492,1,0,0,0,52474
"1385","20220911093116",2022091109,3116,46269,0,1,0,0,52474
"1386","20220911093116",2022091109,3116,54466,0,1,0,0,52474
"1387","20220911093156",2022091109,3156,46269,0,1,0,0,43722
"1388","20220911093156",2022091109,3156,54492,0,1,0,0,43722
"1389","20220911093208",2022091109,3208,46082,0,1,0,0,52733
"1390","20220911093208",2022091109,3208,47956,0,1,0,0,52733
"1391","20220911093357",2022091109,3357,53503,1,0,0,0,46116
"1392","20220911093357",2022091109,3357,53448,0,0,0,1,46116
"1393","2022091109338",2022091109,338,54492,0,1,0,0,44852
"1394","2022091109338",2022091109,338,46269,0,1,0,0,44852
"1395","20220911093523",2022091109,3523,54492,1,0,0,0,43291
"1396","20220911093544",2022091109,3544,46456,1,0,0,0,44852
"1397","20220911093568",2022091109,3568,53462,1,0,0,0,41349
"1398","2022091109359",2022091109,359,46456,1,0,0,0,44852
"1399","20220911093678",2022091109,3678,53503,1,0,0,0,53454
"1400","20220911093678",2022091109,3678,42331,0,0,0,1,53454
"1401","20220911093678",2022091109,3678,43373,0,0,0,1,53454
"1402","20220911093752",2022091109,3752,46082,1,0,0,0,53454
"1403","20220911093773",2022091109,3773,54578,0,1,0,0,44835
"1404","20220911093773",2022091109,3773,43313,0,1,0,0,44835
"1405","2022091109383",2022091109,383,53494,1,0,0,0,54846
"1406","20220911093840",2022091109,3840,44926,0,1,0,0,44852
"1407","20220911093840",2022091109,3840,46456,0,1,0,0,44852
"1408","20220911093909",2022091109,3909,44902,1,0,0,0,52474
"1409","20220911093938",2022091109,3938,44926,0,1,0,0,44852
"1410","20220911093938",2022091109,3938,44902,0,1,0,0,44852
"1411","20220911093962",2022091109,3962,44902,1,0,0,0,54481
"1412","20220911093986",2022091109,3986,44880,0,0,0,1,43722
"1413","20220911093986",2022091109,3986,46269,1,0,0,0,43722
"1414","20220911094051",2022091109,4051,54492,1,0,0,0,41349
"1415","20220911094075",2022091109,4075,54492,1,0,0,0,44852
"1416","20220911094075",2022091109,4075,54466,0,0,0,1,44852
"1417","20220911094096",2022091109,4096,46249,1,0,0,0,52474
"1418","20220911094096",2022091109,4096,43787,0,0,0,1,52474
"1419","20220911094117",2022091109,4117,54492,1,0,0,0,52474
"1420","2022091109412",2022091109,412,54492,1,0,0,0,43291
"1421","20220911094155",2022091109,4155,46249,1,0,0,0,52474
"1422","20220911094286",2022091109,4286,43313,1,0,0,0,38696
"1423","20220911094409",2022091109,4409,53503,1,0,0,0,46116
"1424","20220911094474",2022091109,4474,46269,1,0,0,0,52474
"1425","20220911094512",2022091109,4512,52481,0,1,0,0,52474
"1426","20220911094512",2022091109,4512,43787,0,1,0,0,52474
"1427","2022091109462",2022091109,462,46249,1,0,0,0,52474
"1428","2022091109539",2022091109,539,52637,1,0,0,0,52733
"1429","2022091109563",2022091109,563,42488,1,0,0,0,44849
"1430","2022091109587",2022091109,587,43313,1,0,0,0,44849
"1431","2022091109656",2022091109,656,47809,1,0,0,0,52733
"1432","2022091109743",2022091109,743,53494,1,0,0,0,44852
"1433","2022091109767",2022091109,767,47790,1,0,0,0,54481
"1434","2022091109792",2022091109,792,46456,0,0,0,1,44852
"1435","2022091109792",2022091109,792,54492,1,0,0,0,44852
"1436","2022091109839",2022091109,839,46456,0,0,0,1,44852
"1437","2022091109839",2022091109,839,53494,1,0,0,0,44852
"1438","2022091109863",2022091109,863,54492,1,0,0,0,44852
"1439","2022091109888",2022091109,888,52428,1,0,0,0,43722
"1440","202209110991",2022091109,91,47956,1,0,0,0,52733
"1441","202209110991",2022091109,91,43313,0,0,0,1,52733
"1442","2022091109928",2022091109,928,46456,0,0,0,1,47859
"1443","2022091109928",2022091109,928,53462,0,0,0,1,47859
"1444","2022091109928",2022091109,928,53494,1,0,0,0,47859
"1445","2022091109957",2022091109,957,46269,1,0,0,0,52474
"1446","2022091109957",2022091109,957,47790,0,1,0,0,52474
"1447","2022091109978",2022091109,978,54466,1,0,0,0,52474
"1448","2022091110102",2022091110,102,44848,0,1,0,0,52440
"1449","2022091110102",2022091110,102,48032,0,1,0,0,52440
"1450","20220911101047",2022091110,1047,48032,1,0,0,0,52440
"1451","20220911101047",2022091110,1047,44848,0,1,0,0,52440
"1452","20220911101047",2022091110,1047,53445,0,0,0,1,52440
"1453","20220911101068",2022091110,1068,49410,1,0,0,0,46243
"1454","20220911101092",2022091110,1092,53445,1,0,0,0,54716
"1455","20220911101113",2022091110,1113,53565,1,0,1,0,44874
"1456","20220911101163",2022091110,1163,47816,1,0,0,0,47839
"1457","20220911101203",2022091110,1203,47816,1,0,0,0,44874
"1458","2022091110123",2022091110,123,44848,1,0,0,0,52440
"1459","2022091110123",2022091110,123,53445,0,0,0,1,52440
"1460","20220911101232",2022091110,1232,48032,0,1,0,0,44874
"1461","20220911101232",2022091110,1232,53565,1,0,0,0,44874
"1462","20220911101256",2022091110,1256,43376,1,0,0,0,47839
"1463","20220911101312",2022091110,1312,44848,1,0,0,0,54716
"1464","20220911101394",2022091110,1394,52471,0,1,0,0,48646
"1465","20220911101394",2022091110,1394,47984,1,0,0,0,48646
"1466","20220911101418",2022091110,1418,53487,1,0,0,0,44917
"1467","20220911101494",2022091110,1494,48032,1,0,0,0,41325
"1468","20220911101494",2022091110,1494,44848,0,1,0,0,41325
"1469","20220911101515",2022091110,1515,46674,1,0,0,0,40011
"1470","20220911101539",2022091110,1539,52539,1,0,0,0,41325
"1471","20220911101539",2022091110,1539,53445,0,1,0,0,41325
"1472","20220911101560",2022091110,1560,49410,1,0,0,0,41325
"1473","20220911101623",2022091110,1623,52792,0,0,0,1,44917
"1474","20220911101623",2022091110,1623,47984,1,0,0,0,44917
"1475","20220911101649",2022091110,1649,46137,1,0,0,0,47808
"1476","20220911101695",2022091110,1695,43326,1,0,1,0,44917
"1477","2022091110171",2022091110,171,44848,1,0,0,0,40011
"1478","20220911101868",2022091110,1868,46657,1,0,1,0,44874
"1479","20220911101908",2022091110,1908,52546,1,0,0,0,48646
"1480","2022091110195",2022091110,195,41403,1,0,0,0,41325
"1481","20220911101959",2022091110,1959,46137,1,0,0,0,48646
"1482","20220911102022",2022091110,2022,49410,1,0,0,0,46243
"1483","20220911102085",2022091110,2085,53565,0,0,0,1,40011
"1484","20220911102085",2022091110,2085,53445,0,0,0,1,40011
"1485","20220911102085",2022091110,2085,46657,1,0,0,0,40011
"1486","2022091110219",2022091110,219,47816,1,0,0,0,52440
"1487","20220911102266",2022091110,2266,52546,1,0,0,0,44917
"1488","20220911102287",2022091110,2287,47846,0,0,0,1,48646
"1489","20220911102287",2022091110,2287,52471,1,0,0,0,48646
"1490","20220911102356",2022091110,2356,53487,1,0,0,0,37077
"1491","2022091110240",2022091110,240,52416,1,0,0,0,44874
"1492","20220911102424",2022091110,2424,53565,1,0,0,0,40011
"1493","20220911102474",2022091110,2474,44848,1,0,0,0,54519
"1494","20220911102609",2022091110,2609,53487,1,0,0,0,52630
"1495","20220911102677",2022091110,2677,42401,1,0,0,0,52440
"1496","20220911102720",2022091110,2720,52416,1,0,0,0,40011
"1497","20220911102744",2022091110,2744,49410,1,0,0,0,44822
"1498","20220911102765",2022091110,2765,44848,1,0,0,0,41325
"1499","20220911102786",2022091110,2786,44848,1,0,0,0,46243
"1500","20220911102810",2022091110,2810,48473,0,1,0,0,48683
"1501","20220911102810",2022091110,2810,53565,0,0,0,1,48683
"1502","20220911102810",2022091110,2810,53445,0,1,0,0,48683
"1503","20220911102845",2022091110,2845,43376,1,0,0,0,53591
"1504","20220911102925",2022091110,2925,53487,1,0,0,0,39983
"1505","20220911102949",2022091110,2949,52471,1,0,0,0,44917
"1506","20220911102978",2022091110,2978,53487,1,0,0,0,44917
"1507","20220911103002",2022091110,3002,54527,1,0,0,0,44917
"1508","20220911103026",2022091110,3026,54527,0,0,0,1,52630
"1509","20220911103026",2022091110,3026,52546,1,0,0,0,52630
"1510","20220911103050",2022091110,3050,47984,1,0,0,0,52630
"1511","20220911103050",2022091110,3050,52585,0,0,0,1,52630
"1512","20220911103050",2022091110,3050,54495,0,0,0,1,52630
"1513","20220911103071",2022091110,3071,42406,1,0,0,0,52630
"1514","20220911103092",2022091110,3092,53487,1,0,0,0,52630
"1515","20220911103140",2022091110,3140,35493,0,1,0,0,44917
"1516","20220911103140",2022091110,3140,53487,0,1,0,0,44917
"1517","20220911103161",2022091110,3161,47984,0,1,0,0,48646
"1518","20220911103161",2022091110,3161,47846,1,0,0,0,48646
"1519","20220911103161",2022091110,3161,52471,0,0,0,1,48646
"1520","20220911103185",2022091110,3185,53487,0,1,0,0,44917
"1521","20220911103185",2022091110,3185,47867,0,1,0,0,44917
"1522","20220911103331",2022091110,3331,49410,1,0,0,0,54716
"1523","20220911103357",2022091110,3357,52522,1,0,0,0,54716
"1524","20220911103378",2022091110,3378,53639,1,0,0,0,54716
"1525","20220911103399",2022091110,3399,49410,1,0,0,0,46243
"1526","20220911103423",2022091110,3423,52416,1,0,0,0,54716
"1527","2022091110347",2022091110,347,53487,1,0,0,0,47784
"1528","20220911103471",2022091110,3471,44848,0,1,0,0,54716
"1529","20220911103471",2022091110,3471,53445,1,0,0,0,54716
"1530","20220911103492",2022091110,3492,49410,1,0,0,0,41325
"1531","20220911103492",2022091110,3492,52416,0,0,0,1,41325
"1532","20220911103578",2022091110,3578,54495,1,0,0,0,52630
"1533","20220911103599",2022091110,3599,47867,1,0,0,0,37077
"1534","20220911103623",2022091110,3623,45045,0,0,0,1,52630
"1535","20220911103623",2022091110,3623,43413,1,0,0,0,52630
"1536","20220911103674",2022091110,3674,35493,1,0,0,0,44917
"1537","20220911103767",2022091110,3767,47848,0,1,0,0,54716
"1538","20220911103767",2022091110,3767,54552,0,1,0,0,54716
"1539","2022091110379",2022091110,379,53487,1,0,0,0,47784
"1540","2022091110379",2022091110,379,43326,0,0,0,1,47784
"1541","20220911103797",2022091110,3797,53565,0,0,0,1,54716
"1542","20220911103797",2022091110,3797,49410,1,0,0,0,54716
"1543","20220911103821",2022091110,3821,52522,1,0,0,0,54716
"1544","20220911103842",2022091110,3842,52539,1,0,1,0,54716
"1545","20220911103879",2022091110,3879,54709,0,1,0,0,41325
"1546","20220911103879",2022091110,3879,53445,0,1,0,0,41325
"1547","20220911103983",2022091110,3983,48259,1,0,0,0,47980
"1548","20220911104030",2022091110,4030,43413,1,0,0,0,47980
"1549","20220911104056",2022091110,4056,35493,1,0,0,0,47980
"1550","20220911104099",2022091110,4099,54600,1,0,0,0,47808
"1551","20220911104137",2022091110,4137,46407,1,0,0,0,47845
"1552","2022091110460",2022091110,460,47848,0,1,0,0,52440
"1553","2022091110460",2022091110,460,44848,0,1,0,0,52440
"1554","2022091110514",2022091110,514,53445,1,0,0,0,52440
"1555","2022091110514",2022091110,514,43376,0,0,0,1,52440
"1556","2022091110543",2022091110,543,44848,0,0,0,1,46243
"1557","2022091110543",2022091110,543,53445,1,0,0,0,46243
"1558","202209111055",2022091110,55,44848,0,1,0,0,52440
"1559","202209111055",2022091110,55,47816,0,1,0,0,52440
"1560","2022091110569",2022091110,569,49410,1,0,0,0,44874
"1561","2022091110593",2022091110,593,53565,0,1,0,0,40011
"1562","2022091110593",2022091110,593,43376,1,0,0,0,40011
"1563","2022091110617",2022091110,617,53445,0,1,0,0,52440
"1564","2022091110617",2022091110,617,52539,1,0,0,0,52440
"1565","2022091110649",2022091110,649,44848,1,0,0,0,40011
"1566","2022091110729",2022091110,729,52585,0,1,0,0,44917
"1567","2022091110729",2022091110,729,52471,0,1,0,0,44917
"1568","2022091110750",2022091110,750,52546,1,0,0,1,44917
"1569","202209111076",2022091110,76,53565,1,0,0,0,44822
"1570","2022091110799",2022091110,799,52546,1,0,0,0,47808
"1571","2022091110823",2022091110,823,52471,0,1,0,0,44917
"1572","2022091110823",2022091110,823,52585,0,1,0,0,44917
"1573","2022091110870",2022091110,870,54486,1,0,0,0,48646
"1574","2022091110913",2022091110,913,52546,1,0,0,0,48646
"1575","2022091110942",2022091110,942,52471,0,0,0,1,44917
"1576","2022091110942",2022091110,942,52546,1,0,0,0,44917
"1577","2022091110968",2022091110,968,47984,1,0,0,0,47784
"1578","2022091111100",2022091111,100,39997,0,1,0,0,54725
"1579","2022091111100",2022091111,100,47889,0,1,0,0,54725
"1580","20220911111006",2022091111,1006,53596,1,0,0,0,52414
"1581","20220911111124",2022091111,1124,46086,1,0,0,0,41282
"1582","20220911111148",2022091111,1148,47843,1,0,0,0,42547
"1583","20220911111172",2022091111,1172,54625,1,0,0,0,47807
"1584","2022091111121",2022091111,121,47889,1,0,0,0,45573
"1585","20220911111286",2022091111,1286,47787,0,1,0,0,46100
"1586","20220911111286",2022091111,1286,46214,1,0,0,0,46100
"1587","20220911111307",2022091111,1307,47817,1,0,0,0,45573
"1588","20220911111336",2022091111,1336,47810,1,0,0,0,52414
"1589","20220911111336",2022091111,1336,42391,0,1,0,0,52414
"1590","20220911111368",2022091111,1368,53509,0,1,0,0,53526
"1591","20220911111368",2022091111,1368,44968,1,0,0,0,53526
"1592","20220911111392",2022091111,1392,47817,1,0,0,0,42794
"1593","20220911111416",2022091111,1416,47810,1,0,0,0,42794
"1594","2022091111142",2022091111,142,44968,1,0,0,0,52520
"1595","20220911111440",2022091111,1440,53596,1,0,0,0,52520
"1596","20220911111484",2022091111,1484,53509,1,0,0,0,44856
"1597","20220911111484",2022091111,1484,42391,0,1,0,0,44856
"1598","20220911111525",2022091111,1525,46214,1,0,0,0,45573
"1599","20220911111546",2022091111,1546,47889,1,0,0,0,52414
"1600","20220911111546",2022091111,1546,43411,0,1,0,0,52414
"1601","20220911111612",2022091111,1612,40039,0,1,0,0,45573
"1602","20220911111612",2022091111,1612,47817,1,0,0,0,45573
"1603","2022091111166",2022091111,166,38551,1,0,0,0,45573
"1604","2022091111166",2022091111,166,47889,0,0,0,1,45573
"1605","20220911111706",2022091111,1706,52431,0,1,0,0,39212
"1606","20220911111706",2022091111,1706,41231,1,0,0,0,39212
"1607","20220911111706",2022091111,1706,43332,0,0,0,1,39212
"1608","20220911111761",2022091111,1761,46086,1,0,0,0,41282
"1609","20220911111790",2022091111,1790,41269,0,1,0,0,41282
"1610","20220911111790",2022091111,1790,53476,0,0,0,1,41282
"1611","20220911111790",2022091111,1790,45571,1,0,0,0,41282
"1612","20220911111819",2022091111,1819,47913,0,1,0,0,39212
"1613","20220911111819",2022091111,1819,42935,0,1,0,0,39212
"1614","2022091111187",2022091111,187,53596,1,0,0,0,45573
"1615","20220911111925",2022091111,1925,47810,0,0,0,1,45573
"1616","20220911111925",2022091111,1925,47889,1,0,0,0,45573
"1617","20220911111946",2022091111,1946,52547,0,0,0,1,45573
"1618","20220911111946",2022091111,1946,47810,1,0,0,0,45573
"1619","20220911111975",2022091111,1975,47810,1,0,0,0,53526
"1620","20220911111999",2022091111,1999,43411,1,0,0,0,52520
"1621","20220911112020",2022091111,2020,48581,0,1,0,0,53506
"1622","20220911112020",2022091111,2020,47810,1,0,0,0,53506
"1623","20220911112044",2022091111,2044,43411,1,0,0,0,52520
"1624","20220911112065",2022091111,2065,47810,1,0,0,0,45573
"1625","2022091111208",2022091111,208,40039,1,0,0,0,44856
"1626","20220911112089",2022091111,2089,53596,1,0,0,0,52520
"1627","20220911112113",2022091111,2113,47810,1,0,0,0,52520
"1628","20220911112212",2022091111,2212,46086,1,0,0,0,41282
"1629","20220911112236",2022091111,2236,46086,0,0,0,1,47807
"1630","20220911112236",2022091111,2236,41269,1,0,0,0,47807
"1631","20220911112257",2022091111,2257,42935,0,0,0,1,47807
"1632","20220911112257",2022091111,2257,46086,1,0,0,0,47807
"1633","20220911112278",2022091111,2278,47843,1,0,0,0,47807
"1634","20220911112278",2022091111,2278,47811,0,0,0,1,47807
"1635","2022091111232",2022091111,232,42391,1,0,0,0,53506
"1636","20220911112360",2022091111,2360,47843,1,0,1,0,47932
"1637","20220911112464",2022091111,2464,53476,1,0,0,0,39212
"1638","20220911112464",2022091111,2464,52431,0,1,0,0,39212
"1639","20220911112522",2022091111,2522,47889,1,0,0,0,45573
"1640","20220911112543",2022091111,2543,53509,1,0,0,0,45573
"1641","2022091111256",2022091111,256,47817,1,0,0,0,40024
"1642","20220911112633",2022091111,2633,47913,1,0,0,0,42547
"1643","20220911112657",2022091111,2657,47843,1,0,0,0,42547
"1644","20220911112657",2022091111,2657,42935,0,1,0,0,42547
"1645","20220911112725",2022091111,2725,38551,1,0,0,0,45573
"1646","20220911112806",2022091111,2806,40039,1,0,0,0,45573
"1647","20220911112806",2022091111,2806,47810,0,1,0,0,45573
"1648","20220911112849",2022091111,2849,47913,1,0,0,0,47807
"1649","20220911112849",2022091111,2849,42935,0,0,0,1,47807
"1650","20220911112849",2022091111,2849,45571,0,0,0,1,47807
"1651","20220911112901",2022091111,2901,44968,1,0,0,0,45573
"1652","20220911112901",2022091111,2901,53596,0,1,0,0,45573
"1653","20220911112922",2022091111,2922,44968,1,0,0,0,44819
"1654","20220911112922",2022091111,2922,53596,0,1,0,0,44819
"1655","20220911112946",2022091111,2946,47817,0,1,0,0,53506
"1656","20220911112946",2022091111,2946,47810,1,0,0,0,53506
"1657","20220911112967",2022091111,2967,47810,0,1,0,0,46100
"1658","20220911112967",2022091111,2967,46387,1,0,0,0,46100
"1659","20220911112967",2022091111,2967,38551,0,0,0,1,46100
"1660","20220911112988",2022091111,2988,47889,1,0,0,0,46100
"1661","20220911112988",2022091111,2988,53509,0,1,0,0,46100
"1662","20220911113051",2022091111,3051,53476,0,0,0,1,47807
"1663","20220911113051",2022091111,3051,52431,1,0,0,0,47807
"1664","20220911113097",2022091111,3097,47913,1,0,0,0,47807
"1665","20220911113123",2022091111,3123,45571,1,0,0,0,47932
"1666","20220911113147",2022091111,3147,46086,1,0,0,0,42547
"1667","20220911113295",2022091111,3295,53596,1,0,0,0,44819
"1668","20220911113295",2022091111,3295,48581,0,1,0,0,44819
"1669","20220911113319",2022091111,3319,47889,0,1,0,0,46100
"1670","20220911113319",2022091111,3319,44968,0,1,0,0,46100
"1671","2022091111336",2022091111,336,42935,0,1,0,0,41282
"1672","2022091111336",2022091111,336,52431,1,0,0,0,41282
"1673","20220911113404",2022091111,3404,53476,1,0,0,0,41282
"1674","20220911113433",2022091111,3433,42935,1,0,0,0,47932
"1675","20220911113554",2022091111,3554,53509,1,0,0,0,45573
"1676","20220911113554",2022091111,3554,47810,0,1,0,0,45573
"1677","20220911113592",2022091111,3592,39997,0,1,0,0,45573
"1678","20220911113592",2022091111,3592,47889,1,0,0,0,45573
"1679","20220911113630",2022091111,3630,47810,1,0,0,0,46100
"1680","2022091111401",2022091111,401,52594,1,0,0,0,41282
"1681","2022091111430",2022091111,430,41269,1,0,0,0,47807
"1682","2022091111430",2022091111,430,46086,0,0,0,1,47807
"1683","2022091111451",2022091111,451,53476,1,0,0,0,47749
"1684","2022091111475",2022091111,475,53476,0,0,0,1,44931
"1685","2022091111475",2022091111,475,47913,0,0,0,1,44931
"1686","2022091111475",2022091111,475,42935,1,0,0,0,44931
"1687","2022091111499",2022091111,499,52431,1,0,0,0,47807
"1688","2022091111499",2022091111,499,47913,0,1,0,0,47807
"1689","2022091111542",2022091111,542,45571,1,0,0,0,41282
